ProbeID	miRNA_name
20535141	hsa-mir-491
20535142	hsa-mir-511
20535143	hsa-mir-146b
20535144	hsa-mir-202
20535145	hsa-mir-492
20535146	hsa-mir-493
20535147	hsa-mir-432
20535148	hsa-mir-494
20535149	hsa-mir-495
20535150	hsa-mir-496
20535151	hsa-mir-193b
20535152	hsa-mir-497
20535153	hsa-mir-181d
20535154	hsa-mir-181d
20535155	hsa-mir-512-1
20535156	hsa-mir-512-2
20535157	hsa-mir-498
20535158	hsa-mir-520e
20535159	hsa-mir-515-1
20535160	hsa-mir-519e
20535161	hsa-mir-520f
20535162	hsa-mir-520f
20535163	hsa-mir-515-2
20535164	hsa-mir-519c
20535165	hsa-mir-520a
20535166	hsa-mir-526b
20535167	hsa-mir-519b
20535168	hsa-mir-525
20535169	hsa-mir-525
20535170	hsa-mir-523
20535171	hsa-mir-523
20535172	hsa-mir-518f
20535173	hsa-mir-520b
20535174	hsa-mir-518b
20535175	hsa-mir-526a-1
20535176	hsa-mir-520c
20535177	hsa-mir-518c
20535178	hsa-mir-518c
20535179	hsa-mir-524
20535180	hsa-mir-517a
20535181	hsa-mir-519d
20535182	hsa-mir-521-2
20535183	hsa-mir-520d
20535184	hsa-mir-517b
20535185	hsa-mir-520g
20535186	hsa-mir-516b-2
20535187	hsa-mir-526a-2
20535188	hsa-mir-518e
20535189	hsa-mir-518a-1
20535190	hsa-mir-518d
20535191	hsa-mir-516b-1
20535192	hsa-mir-518a-2
20535193	hsa-mir-517c
20535194	hsa-mir-520h
20535195	hsa-mir-521-1
20535196	hsa-mir-522
20535197	hsa-mir-519a-1
20535198	hsa-mir-527
20535199	hsa-mir-516a-1
20535200	hsa-mir-516a-2
20535201	hsa-mir-519a-2
20535202	hsa-mir-499a
20535203	hsa-mir-500a
20535204	hsa-mir-501
20535205	hsa-mir-501
20535206	hsa-mir-502
20535207	hsa-mir-502
20535208	hsa-mir-450a-2
20535209	hsa-mir-450a-2
20535210	hsa-mir-503
20535211	hsa-mir-504
20535212	hsa-mir-505
20535213	hsa-mir-513a-1
20535214	hsa-mir-513a-2
20535215	hsa-mir-506
20535216	hsa-mir-507
20535217	hsa-mir-508
20535218	hsa-mir-509-1
20535219	hsa-mir-510
20535220	hsa-mir-514a-1
20535221	hsa-mir-514a-2
20535222	hsa-mir-514a-3
20535223	hsa-mir-532
20535243	hsa-mir-455
20535244	hsa-mir-539
20535245	hsa-mir-544a
20535246	hsa-mir-545
20535259	hsa-mir-376a-2
20535260	hsa-mir-487b
20535261	hsa-mir-487b
20535291	hsa-mir-551a
20535292	hsa-mir-552
20535293	hsa-mir-553
20535294	hsa-mir-554
20535295	hsa-mir-92b
20535296	hsa-mir-555
20535297	hsa-mir-556
20535298	hsa-mir-557
20535299	hsa-mir-558
20535300	hsa-mir-559
20535301	hsa-mir-561
20535302	hsa-mir-562
20535303	hsa-mir-563
20535304	hsa-mir-564
20535305	hsa-mir-567
20535306	hsa-mir-568
20535307	hsa-mir-551b
20535308	hsa-mir-569
20535309	hsa-mir-570
20535310	hsa-mir-570
20535311	hsa-mir-571
20535312	hsa-mir-572
20535313	hsa-mir-573
20535314	hsa-mir-574
20535315	hsa-mir-575
20535316	hsa-mir-576
20535317	hsa-mir-577
20535318	hsa-mir-578
20535319	hsa-mir-579
20535320	hsa-mir-580
20535321	hsa-mir-581
20535322	hsa-mir-582
20535323	hsa-mir-583
20535324	hsa-mir-584
20535325	hsa-mir-585
20535326	hsa-mir-548a-1
20535327	hsa-mir-586
20535328	hsa-mir-587
20535329	hsa-mir-548b
20535330	hsa-mir-588
20535331	hsa-mir-548a-2
20535332	hsa-mir-589
20535333	hsa-mir-550a-1
20535334	hsa-mir-550a-2
20535335	hsa-mir-590
20535336	hsa-mir-591
20535337	hsa-mir-592
20535338	hsa-mir-593
20535339	hsa-mir-595
20535340	hsa-mir-596
20535341	hsa-mir-597
20535342	hsa-mir-598
20535343	hsa-mir-599
20535344	hsa-mir-548a-3
20535345	hsa-mir-548a-3
20535346	hsa-mir-600
20535347	hsa-mir-601
20535348	hsa-mir-602
20535349	hsa-mir-603
20535350	hsa-mir-603
20535351	hsa-mir-604
20535352	hsa-mir-605
20535353	hsa-mir-606
20535354	hsa-mir-607
20535355	hsa-mir-608
20535356	hsa-mir-609
20535357	hsa-mir-610
20535358	hsa-mir-611
20535359	hsa-mir-612
20535360	hsa-mir-613
20535361	hsa-mir-614
20535362	hsa-mir-615
20535363	hsa-mir-616
20535364	hsa-mir-548c
20535365	hsa-mir-617
20535366	hsa-mir-618
20535367	hsa-mir-619
20535368	hsa-mir-620
20535369	hsa-mir-621
20535370	hsa-mir-622
20535371	hsa-mir-623
20535372	hsa-mir-624
20535373	hsa-mir-625
20535374	hsa-mir-626
20535375	hsa-mir-627
20535376	hsa-mir-628
20535377	hsa-mir-629
20535378	hsa-mir-630
20535379	hsa-mir-631
20535380	hsa-mir-33b
20535381	hsa-mir-632
20535382	hsa-mir-633
20535383	hsa-mir-634
20535384	hsa-mir-635
20535385	hsa-mir-636
20535386	hsa-mir-637
20535387	hsa-mir-638
20535388	hsa-mir-639
20535389	hsa-mir-640
20535390	hsa-mir-641
20535391	hsa-mir-642a
20535392	hsa-mir-642a
20535393	hsa-mir-643
20535394	hsa-mir-644a
20535395	hsa-mir-645
20535396	hsa-mir-646
20535397	hsa-mir-647
20535398	hsa-mir-648
20535399	hsa-mir-649
20535400	hsa-mir-650
20535401	hsa-mir-651
20535402	hsa-mir-652
20535403	hsa-mir-548d-1
20535404	hsa-mir-661
20535405	hsa-mir-662
20535406	hsa-mir-663a
20535407	hsa-mir-663a
20535408	hsa-mir-449b
20535409	hsa-mir-449b
20535410	hsa-mir-653
20535411	hsa-mir-411
20535412	hsa-mir-654
20535413	hsa-mir-655
20535414	hsa-mir-656
20535415	hsa-mir-549a
20535416	hsa-mir-657
20535417	hsa-mir-658
20535418	hsa-mir-659
20535419	hsa-mir-660
20535420	hsa-mir-421
20535421	hsa-mir-542
20535432	hsa-mir-758
20535433	hsa-mir-1264
20535434	hsa-mir-671
20535435	hsa-mir-668
20535436	hsa-mir-550a-3
20535437	hsa-mir-767
20535438	hsa-mir-1224
20535439	hsa-mir-151b
20535440	hsa-mir-320b-1
20535441	hsa-mir-320b-1
20535442	hsa-mir-320c-1
20535443	hsa-mir-1296
20535444	hsa-mir-1468
20535445	hsa-mir-1323
20535446	hsa-mir-1271
20535447	hsa-mir-1301
20535448	hsa-mir-454
20535449	hsa-mir-1185-2
20535450	hsa-mir-449c
20535451	hsa-mir-1283-1
20535452	hsa-mir-769
20535453	hsa-mir-766
20535454	hsa-mir-320b-2
20535455	hsa-mir-378d-2
20535456	hsa-mir-1185-1
20535457	hsa-mir-762
20535458	hsa-mir-802
20535459	hsa-mir-670
20535460	hsa-mir-1298
20535461	hsa-mir-2113
20535462	hsa-mir-761
20535463	hsa-mir-764
20535464	hsa-mir-759
20535574	hsa-mir-765
20535575	hsa-mir-770
20535580	hsa-mir-675
20535632	hsa-mir-298
20535633	hsa-mir-891a
20535634	hsa-mir-891a
20535635	hsa-mir-300
20535636	hsa-mir-892a
20535637	hsa-mir-892a
20535638	hsa-mir-509-2
20535639	hsa-mir-450b
20535640	hsa-mir-874
20535641	hsa-mir-890
20535642	hsa-mir-891b
20535643	hsa-mir-891b
20535644	hsa-mir-888
20535645	hsa-mir-892b
20535646	hsa-mir-541
20535647	hsa-mir-889
20535648	hsa-mir-875
20535649	hsa-mir-876
20535650	hsa-mir-708
20535651	hsa-mir-147b
20535652	hsa-mir-147b
20535653	hsa-mir-190b
20535666	hsa-mir-744
20535667	hsa-mir-885
20535668	hsa-mir-877
20535669	hsa-mir-887
20535670	hsa-mir-665
20535671	hsa-mir-873
20535672	hsa-mir-543
20535673	hsa-mir-374b
20535674	hsa-mir-760
20535675	hsa-mir-301b
20535676	hsa-mir-301b
20535677	hsa-mir-216b
20535678	hsa-mir-208b
20535679	hsa-mir-920
20535680	hsa-mir-921
20535681	hsa-mir-922
20535682	hsa-mir-924
20535683	hsa-mir-509-3
20535684	hsa-mir-933
20535685	hsa-mir-934
20535686	hsa-mir-935
20535687	hsa-mir-936
20535688	hsa-mir-937
20535689	hsa-mir-938
20535690	hsa-mir-939
20535691	hsa-mir-940
20535692	hsa-mir-941-1
20535693	hsa-mir-941-2
20535694	hsa-mir-941-3
20535695	hsa-mir-941-4
20535696	hsa-mir-942
20535697	hsa-mir-943
20535698	hsa-mir-944
20535699	hsa-mir-297
20535756	hsa-mir-1178
20535757	hsa-mir-1179
20535758	hsa-mir-1180
20535759	hsa-mir-1181
20535760	hsa-mir-1182
20535761	hsa-mir-1183
20535762	hsa-mir-1184-1
20535794	hsa-mir-1225
20535795	hsa-mir-1226
20535796	hsa-mir-1227
20535797	hsa-mir-1228
20535798	hsa-mir-1229
20535799	hsa-mir-1231
20535800	hsa-mir-1233-1
20535801	hsa-mir-1234
20535802	hsa-mir-1236
20535803	hsa-mir-1237
20535804	hsa-mir-1238
20535805	hsa-mir-1200
20535806	hsa-mir-1202
20535807	hsa-mir-1203
20535808	hsa-mir-663b
20535809	hsa-mir-663b
20535810	hsa-mir-1204
20535811	hsa-mir-1205
20535812	hsa-mir-1206
20535813	hsa-mir-1207
20535814	hsa-mir-1208
20535817	hsa-mir-548e
20535818	hsa-mir-548j
20535819	hsa-mir-548j
20535820	hsa-mir-1285-1
20535821	hsa-mir-1285-1
20535822	hsa-mir-1285-2
20535823	hsa-mir-1286
20535824	hsa-mir-1287
20535825	hsa-mir-1289-1
20535826	hsa-mir-1289-2
20535827	hsa-mir-1289-2
20535828	hsa-mir-1290
20535829	hsa-mir-1291
20535830	hsa-mir-548k
20535831	hsa-mir-548k
20535832	hsa-mir-1293
20535833	hsa-mir-1294
20535834	hsa-mir-1295a
20535835	hsa-mir-1297
20535836	hsa-mir-1299
20535837	hsa-mir-548l
20535838	hsa-mir-1302-1
20535839	hsa-mir-1302-2
20535840	hsa-mir-1302-3
20535841	hsa-mir-1302-4
20535842	hsa-mir-1302-5
20535843	hsa-mir-1302-6
20535844	hsa-mir-1302-7
20535845	hsa-mir-1302-8
20535846	hsa-mir-1304
20535847	hsa-mir-1305
20535848	hsa-mir-1243
20535849	hsa-mir-548f-1
20535850	hsa-mir-548f-1
20535851	hsa-mir-548f-2
20535852	hsa-mir-548f-3
20535853	hsa-mir-548f-3
20535854	hsa-mir-548f-4
20535855	hsa-mir-548f-4
20535856	hsa-mir-548f-5
20535857	hsa-mir-548f-5
20535858	hsa-mir-1244-1
20535859	hsa-mir-1245a
20535860	hsa-mir-1246
20535861	hsa-mir-1247
20535862	hsa-mir-1248
20535863	hsa-mir-1249
20535864	hsa-mir-1250
20535865	hsa-mir-1251
20535866	hsa-mir-1253
20535867	hsa-mir-1254-1
20535868	hsa-mir-1254-1
20535869	hsa-mir-1255a
20535870	hsa-mir-1256
20535871	hsa-mir-1257
20535872	hsa-mir-1258
20535873	hsa-mir-1260a
20535874	hsa-mir-548g
20535875	hsa-mir-548g
20535876	hsa-mir-1261
20535877	hsa-mir-1262
20535878	hsa-mir-1262
20535879	hsa-mir-1263
20535880	hsa-mir-548m
20535881	hsa-mir-548m
20535882	hsa-mir-1265
20535883	hsa-mir-548o
20535884	hsa-mir-1266
20535885	hsa-mir-1267
20535886	hsa-mir-1269a
20535887	hsa-mir-1270-1
20535888	hsa-mir-1272
20535889	hsa-mir-548h-1
20535890	hsa-mir-548h-1
20535891	hsa-mir-548h-2
20535892	hsa-mir-548h-3
20535893	hsa-mir-548h-3
20535894	hsa-mir-548h-4
20535895	hsa-mir-1275
20535896	hsa-mir-1276
20535897	hsa-mir-302e
20535898	hsa-mir-302f
20535899	hsa-mir-1277
20535900	hsa-mir-548p
20535901	hsa-mir-548p
20535902	hsa-mir-548i-1
20535903	hsa-mir-548i-2
20535904	hsa-mir-548i-2
20535905	hsa-mir-548i-3
20535906	hsa-mir-548i-4
20535907	hsa-mir-548i-4
20535908	hsa-mir-1278
20535909	hsa-mir-1279
20535910	hsa-mir-1281
20535911	hsa-mir-1282
20535912	hsa-mir-1283-2
20535913	hsa-mir-1284
20535914	hsa-mir-1288
20535915	hsa-mir-1292
20535916	hsa-mir-1252
20535917	hsa-mir-1255b-1
20535918	hsa-mir-1255b-2
20535919	hsa-mir-664a
20535920	hsa-mir-1306
20535921	hsa-mir-1307
20535922	hsa-mir-513b
20535923	hsa-mir-513b
20535924	hsa-mir-513c
20535925	hsa-mir-1321
20535926	hsa-mir-1322
20535927	hsa-mir-1197
20535928	hsa-mir-1324
20535929	hsa-mir-1471
20535930	hsa-mir-1537
20535931	hsa-mir-1538
20535932	hsa-mir-1539
20535933	hsa-mir-103b-1
20535934	hsa-mir-103b-1
20535935	hsa-mir-103b-2
20535936	hsa-mir-103b-2
20535937	hsa-mir-320d-1
20535938	hsa-mir-320c-2
20535939	hsa-mir-320c-2
20535940	hsa-mir-320d-2
20535941	hsa-mir-1825
20535942	hsa-mir-1827
20535959	hsa-mir-1908
20535960	hsa-mir-1909
20535961	hsa-mir-1910
20535962	hsa-mir-1911
20535963	hsa-mir-1912
20535964	hsa-mir-1913
20535965	hsa-mir-1914
20535966	hsa-mir-1915
20536016	hsa-mir-1972-1
20536017	hsa-mir-1973
20536018	hsa-mir-1976
20536023	hsa-mir-2052
20536024	hsa-mir-2053
20536025	hsa-mir-2110
20536026	hsa-mir-2114
20536027	hsa-mir-2115
20536028	hsa-mir-2116
20536029	hsa-mir-2117
20536030	hsa-mir-548q
20536036	hsa-mir-2276
20536037	hsa-mir-2277
20536038	hsa-mir-2278
20536039	hsa-mir-2681
20536040	hsa-mir-2682
20536041	hsa-mir-711
20536082	hsa-mir-2861
20536084	hsa-mir-2909
20536184	hsa-mir-3115
20536185	hsa-mir-3116-1
20536186	hsa-mir-3116-1
20536187	hsa-mir-3116-1
20536188	hsa-mir-3116-2
20536189	hsa-mir-3116-2
20536190	hsa-mir-3116-2
20536191	hsa-mir-3117
20536192	hsa-mir-3118-1
20536193	hsa-mir-3118-2
20536194	hsa-mir-3118-3
20536195	hsa-mir-3119-1
20536196	hsa-mir-3119-1
20536197	hsa-mir-3119-2
20536198	hsa-mir-3119-2
20536199	hsa-mir-3120
20536200	hsa-mir-3121
20536201	hsa-mir-3122
20536202	hsa-mir-3123
20536203	hsa-mir-3124
20536204	hsa-mir-548s
20536205	hsa-mir-548s
20536206	hsa-mir-3125
20536207	hsa-mir-3126
20536208	hsa-mir-3127
20536209	hsa-mir-3128
20536210	hsa-mir-3129
20536211	hsa-mir-3130-1
20536212	hsa-mir-3130-1
20536213	hsa-mir-3130-1
20536214	hsa-mir-3130-2
20536215	hsa-mir-3130-2
20536216	hsa-mir-3130-2
20536217	hsa-mir-3131
20536218	hsa-mir-3132
20536219	hsa-mir-378b
20536220	hsa-mir-3134
20536221	hsa-mir-3135a
20536222	hsa-mir-3135a
20536223	hsa-mir-466
20536224	hsa-mir-3136
20536225	hsa-mir-544b
20536226	hsa-mir-3137
20536227	hsa-mir-3138
20536228	hsa-mir-3139
20536229	hsa-mir-3140
20536230	hsa-mir-548t
20536231	hsa-mir-548t
20536232	hsa-mir-3141
20536233	hsa-mir-3142
20536234	hsa-mir-3142
20536235	hsa-mir-3143
20536236	hsa-mir-548u
20536237	hsa-mir-3144
20536238	hsa-mir-3145
20536239	hsa-mir-3146
20536240	hsa-mir-3147
20536241	hsa-mir-548v
20536242	hsa-mir-3148
20536243	hsa-mir-3149
20536244	hsa-mir-3150a
20536245	hsa-mir-3150a
20536246	hsa-mir-3151
20536247	hsa-mir-3152
20536248	hsa-mir-3153
20536249	hsa-mir-3074
20536250	hsa-mir-3154
20536251	hsa-mir-3155a
20536252	hsa-mir-3155a
20536253	hsa-mir-3156-1
20536254	hsa-mir-3157
20536255	hsa-mir-3158-1
20536256	hsa-mir-3158-1
20536257	hsa-mir-3158-1
20536258	hsa-mir-3158-2
20536259	hsa-mir-3158-2
20536260	hsa-mir-3158-2
20536261	hsa-mir-3159
20536262	hsa-mir-3160-1
20536263	hsa-mir-3160-1
20536264	hsa-mir-3160-1
20536265	hsa-mir-3160-2
20536266	hsa-mir-3160-2
20536267	hsa-mir-3160-2
20536268	hsa-mir-3161
20536269	hsa-mir-3162
20536270	hsa-mir-3163
20536271	hsa-mir-3164
20536272	hsa-mir-3165
20536273	hsa-mir-3166
20536274	hsa-mir-1260b
20536275	hsa-mir-3167
20536276	hsa-mir-3168
20536277	hsa-mir-3169
20536278	hsa-mir-3170
20536279	hsa-mir-3171
20536280	hsa-mir-3173
20536281	hsa-mir-1193
20536282	hsa-mir-323b
20536283	hsa-mir-323b
20536284	hsa-mir-3118-4
20536285	hsa-mir-3174
20536286	hsa-mir-3175
20536287	hsa-mir-3176
20536288	hsa-mir-3177
20536289	hsa-mir-3178
20536290	hsa-mir-3179-1
20536291	hsa-mir-3180-1
20536292	hsa-mir-3180-2
20536293	hsa-mir-3179-2
20536294	hsa-mir-3180-3
20536295	hsa-mir-3179-3
20536296	hsa-mir-548w
20536297	hsa-mir-3181
20536298	hsa-mir-3182
20536299	hsa-mir-3183
20536300	hsa-mir-3184
20536301	hsa-mir-3185
20536302	hsa-mir-3065
20536303	hsa-mir-3186
20536304	hsa-mir-3156-2
20536305	hsa-mir-3187
20536306	hsa-mir-3188
20536307	hsa-mir-3189
20536308	hsa-mir-320e
20536309	hsa-mir-3190
20536310	hsa-mir-3191
20536311	hsa-mir-3192
20536312	hsa-mir-3193
20536313	hsa-mir-3194
20536314	hsa-mir-3156-3
20536315	hsa-mir-3118-5
20536316	hsa-mir-548x
20536317	hsa-mir-3197
20536318	hsa-mir-3198-1
20536319	hsa-mir-3199-1
20536320	hsa-mir-3199-1
20536321	hsa-mir-3199-1
20536322	hsa-mir-3199-2
20536323	hsa-mir-3199-2
20536324	hsa-mir-3199-2
20536325	hsa-mir-3200
20536326	hsa-mir-3201
20536327	hsa-mir-3201
20536328	hsa-mir-514b
20536329	hsa-mir-3202-1
20536330	hsa-mir-3202-1
20536331	hsa-mir-3202-1
20536332	hsa-mir-3202-2
20536333	hsa-mir-3202-2
20536334	hsa-mir-3202-2
20536433	hsa-mir-4295
20536434	hsa-mir-4296
20536435	hsa-mir-4297
20536436	hsa-mir-378c
20536437	hsa-mir-4293
20536438	hsa-mir-4294
20536439	hsa-mir-4301
20536440	hsa-mir-4299
20536441	hsa-mir-4298
20536442	hsa-mir-4300
20536443	hsa-mir-4304
20536444	hsa-mir-4302
20536445	hsa-mir-4303
20536446	hsa-mir-4305
20536447	hsa-mir-4306
20536448	hsa-mir-4309
20536449	hsa-mir-4307
20536450	hsa-mir-4308
20536451	hsa-mir-4310
20536452	hsa-mir-4311
20536453	hsa-mir-4312
20536454	hsa-mir-4313
20536455	hsa-mir-4315-1
20536456	hsa-mir-4316
20536457	hsa-mir-4314
20536458	hsa-mir-4318
20536459	hsa-mir-4319
20536460	hsa-mir-4320
20536461	hsa-mir-4317
20536462	hsa-mir-4322
20536463	hsa-mir-4321
20536464	hsa-mir-4323
20536465	hsa-mir-4324
20536466	hsa-mir-4256
20536467	hsa-mir-4257
20536468	hsa-mir-4258
20536469	hsa-mir-4259
20536470	hsa-mir-4260
20536471	hsa-mir-4253
20536472	hsa-mir-4251
20536473	hsa-mir-4254
20536474	hsa-mir-4255
20536475	hsa-mir-4252
20536476	hsa-mir-4325
20536477	hsa-mir-4326
20536478	hsa-mir-4327
20536479	hsa-mir-4261
20536480	hsa-mir-4265
20536481	hsa-mir-4266
20536482	hsa-mir-4267
20536483	hsa-mir-4262
20536484	hsa-mir-2355
20536485	hsa-mir-4268
20536486	hsa-mir-4269
20536487	hsa-mir-4263
20536488	hsa-mir-4264
20536489	hsa-mir-4270
20536490	hsa-mir-4271
20536491	hsa-mir-4272
20536492	hsa-mir-4273
20536493	hsa-mir-4276
20536494	hsa-mir-4275
20536495	hsa-mir-4274
20536496	hsa-mir-4281
20536497	hsa-mir-4277
20536498	hsa-mir-4279
20536499	hsa-mir-4278
20536500	hsa-mir-4280
20536501	hsa-mir-4282
20536502	hsa-mir-4285
20536503	hsa-mir-4283-1
20536504	hsa-mir-4284
20536505	hsa-mir-4286
20536506	hsa-mir-4287
20536507	hsa-mir-4288
20536508	hsa-mir-4292
20536509	hsa-mir-4289
20536510	hsa-mir-4290
20536511	hsa-mir-4291
20536512	hsa-mir-4329
20536513	hsa-mir-4330
20536514	hsa-mir-500b
20536515	hsa-mir-500b
20536516	hsa-mir-4328
20536518	hsa-mir-1184-2
20536519	hsa-mir-1184-3
20536520	hsa-mir-1233-2
20536521	hsa-mir-1244-2
20536522	hsa-mir-1244-3
20536523	hsa-mir-1270-2
20536524	hsa-mir-1972-2
20536525	hsa-mir-1302-9
20536526	hsa-mir-1302-10
20536527	hsa-mir-1302-11
20536528	hsa-mir-3118-6
20536529	hsa-mir-4283-2
20536530	hsa-mir-4315-2
20536532	hsa-mir-3605
20536533	hsa-mir-3606
20536534	hsa-mir-3607
20536535	hsa-mir-3609
20536536	hsa-mir-3610
20536537	hsa-mir-3611
20536538	hsa-mir-3612
20536539	hsa-mir-3614
20536540	hsa-mir-3615
20536541	hsa-mir-3616
20536542	hsa-mir-3617
20536543	hsa-mir-3618
20536544	hsa-mir-3619
20536545	hsa-mir-23c
20536546	hsa-mir-3620
20536547	hsa-mir-3621
20536548	hsa-mir-3622a
20536549	hsa-mir-3622b
20536550	hsa-mir-3622b
20536551	hsa-mir-3646
20536552	hsa-mir-3648
20536553	hsa-mir-3649
20536554	hsa-mir-3650
20536555	hsa-mir-3651
20536556	hsa-mir-3652
20536557	hsa-mir-3653
20536558	hsa-mir-3654
20536559	hsa-mir-3655
20536560	hsa-mir-3656
20536561	hsa-mir-3657
20536562	hsa-mir-3658
20536563	hsa-mir-3659
20536564	hsa-mir-3660
20536565	hsa-mir-3661
20536566	hsa-mir-3662
20536567	hsa-mir-3663
20536568	hsa-mir-3664
20536569	hsa-mir-3665
20536570	hsa-mir-3666
20536571	hsa-mir-3667
20536572	hsa-mir-3668
20536573	hsa-mir-3669
20536574	hsa-mir-3670-1
20536575	hsa-mir-3671
20536576	hsa-mir-3672
20536577	hsa-mir-3673
20536578	hsa-mir-3674
20536579	hsa-mir-3675
20536580	hsa-mir-3677
20536581	hsa-mir-3678
20536582	hsa-mir-3679
20536583	hsa-mir-3680-1
20536584	hsa-mir-3681
20536585	hsa-mir-3682
20536586	hsa-mir-3683
20536587	hsa-mir-3684
20536588	hsa-mir-3685
20536589	hsa-mir-3686
20536590	hsa-mir-3687
20536591	hsa-mir-3688-1
20536592	hsa-mir-3688-1
20536593	hsa-mir-3689a
20536594	hsa-mir-3690-1
20536595	hsa-mir-3691
20536596	hsa-mir-3692
20536597	hsa-mir-3713
20536598	hsa-mir-3714
20536599	hsa-mir-3180-4
20536600	hsa-mir-3180-5
20536601	hsa-mir-3907
20536602	hsa-mir-3689b
20536603	hsa-mir-3689b
20536604	hsa-mir-3908
20536605	hsa-mir-3909
20536606	hsa-mir-3910-1
20536607	hsa-mir-3910-1
20536608	hsa-mir-3910-1
20536609	hsa-mir-3911
20536610	hsa-mir-3912
20536611	hsa-mir-3913-1
20536612	hsa-mir-3913-2
20536613	hsa-mir-3914-1
20536614	hsa-mir-3915
20536615	hsa-mir-3914-2
20536616	hsa-mir-3914-2
20536617	hsa-mir-3916
20536618	hsa-mir-3917
20536619	hsa-mir-3918
20536620	hsa-mir-3919
20536621	hsa-mir-3150b
20536622	hsa-mir-3150b
20536623	hsa-mir-3920
20536624	hsa-mir-3921
20536625	hsa-mir-3922
20536626	hsa-mir-3923
20536627	hsa-mir-3910-2
20536628	hsa-mir-3910-2
20536629	hsa-mir-3910-2
20536630	hsa-mir-3924
20536631	hsa-mir-3925
20536632	hsa-mir-3926-1
20536633	hsa-mir-3926-1
20536634	hsa-mir-3927
20536635	hsa-mir-676
20536636	hsa-mir-3926-2
20536637	hsa-mir-3926-2
20536638	hsa-mir-3928
20536639	hsa-mir-3934
20536640	hsa-mir-3935
20536641	hsa-mir-3936
20536642	hsa-mir-3937
20536643	hsa-mir-3938
20536644	hsa-mir-548y
20536645	hsa-mir-3939
20536646	hsa-mir-3940
20536647	hsa-mir-3941
20536648	hsa-mir-3942
20536649	hsa-mir-3943
20536650	hsa-mir-3944
20536651	hsa-mir-3945
20536652	hsa-mir-374c
20536653	hsa-mir-642b
20536654	hsa-mir-550b-1
20536655	hsa-mir-550b-2
20536656	hsa-mir-548z
20536657	hsa-mir-548z
20536658	hsa-mir-548aa-1
20536659	hsa-mir-548o-2
20536660	hsa-mir-1254-2
20536661	hsa-mir-378d-1
20536662	hsa-mir-378e
20536663	hsa-mir-548ab
20536664	hsa-mir-548ab
20536665	hsa-mir-4417
20536666	hsa-mir-4418
20536667	hsa-mir-4419a
20536668	hsa-mir-378f
20536669	hsa-mir-4420
20536670	hsa-mir-4421
20536671	hsa-mir-4422
20536672	hsa-mir-4423
20536673	hsa-mir-378g
20536674	hsa-mir-4424
20536675	hsa-mir-4425
20536676	hsa-mir-4426
20536677	hsa-mir-4427
20536678	hsa-mir-4428
20536679	hsa-mir-4429
20536680	hsa-mir-4430
20536681	hsa-mir-548ad
20536682	hsa-mir-4431
20536683	hsa-mir-4432
20536684	hsa-mir-4433
20536685	hsa-mir-4435-1
20536686	hsa-mir-4436a
20536687	hsa-mir-4435-2
20536688	hsa-mir-4437
20536689	hsa-mir-548ae-1
20536690	hsa-mir-548ae-2
20536691	hsa-mir-4438
20536692	hsa-mir-4439
20536693	hsa-mir-4440
20536694	hsa-mir-4440
20536695	hsa-mir-4441
20536696	hsa-mir-4442
20536697	hsa-mir-4443
20536698	hsa-mir-4444-1
20536699	hsa-mir-4445
20536700	hsa-mir-4446
20536701	hsa-mir-4447
20536702	hsa-mir-4449
20536703	hsa-mir-548ag-1
20536704	hsa-mir-548ag-2
20536705	hsa-mir-4450
20536706	hsa-mir-548ah
20536707	hsa-mir-548ah
20536708	hsa-mir-4451
20536709	hsa-mir-4452
20536710	hsa-mir-4453
20536711	hsa-mir-4454
20536712	hsa-mir-4455
20536713	hsa-mir-4456
20536714	hsa-mir-4457
20536715	hsa-mir-4458
20536716	hsa-mir-4459
20536717	hsa-mir-4460
20536718	hsa-mir-4461
20536719	hsa-mir-378h
20536720	hsa-mir-3135b
20536721	hsa-mir-4462
20536722	hsa-mir-4463
20536723	hsa-mir-4464
20536724	hsa-mir-548ai
20536725	hsa-mir-548aj-1
20536726	hsa-mir-4465
20536727	hsa-mir-4467
20536728	hsa-mir-4468
20536729	hsa-mir-4469
20536730	hsa-mir-4470
20536731	hsa-mir-4471
20536732	hsa-mir-4472-1
20536733	hsa-mir-4473
20536734	hsa-mir-4474
20536735	hsa-mir-4475
20536736	hsa-mir-4476
20536737	hsa-mir-4477a
20536738	hsa-mir-4477a
20536739	hsa-mir-4477b
20536740	hsa-mir-4477b
20536741	hsa-mir-4478
20536742	hsa-mir-3689c
20536743	hsa-mir-548x-2
20536744	hsa-mir-3689d-1
20536745	hsa-mir-3689d-2
20536746	hsa-mir-3689e
20536747	hsa-mir-3689f
20536748	hsa-mir-4479
20536749	hsa-mir-3155b
20536750	hsa-mir-3155b
20536751	hsa-mir-548ak
20536752	hsa-mir-4480
20536753	hsa-mir-4481
20536754	hsa-mir-4482
20536755	hsa-mir-4483
20536756	hsa-mir-4484
20536757	hsa-mir-4485
20536758	hsa-mir-4486
20536759	hsa-mir-4487
20536760	hsa-mir-4487
20536761	hsa-mir-4488
20536762	hsa-mir-4489
20536763	hsa-mir-548al
20536764	hsa-mir-4490
20536765	hsa-mir-4491
20536766	hsa-mir-4492
20536767	hsa-mir-4493
20536768	hsa-mir-4494
20536769	hsa-mir-4495
