Gene,logFC,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,consistent_direction
ARID5B,-0.2624699999999998,0.10949999999999971,-0.8774899999999999,-0.019419999999999327,-1.3247635223056802,0.21746258246920758,0.965529473937469,0.4860296503068248,False
SLC39A9,-0.2537566666666667,0.16124000000000005,-0.8129700000000002,-0.10953999999999997,-1.3246158965165067,0.21750962751261016,0.965529473937469,0.4742671565599609,False
MYH14,0.21275333333333335,-0.15555999999999992,0.35329999999999995,0.44052,1.3246063909654897,0.21751265701291742,0.965529473937469,0.37086945377854186,False
HLCS,-0.1808666666666666,-0.1826699999999999,-0.25594000000000006,-0.1039899999999998,-1.3244697886873,0.2175561972467329,0.965529473937469,0.054110230109838744,True
NEUROG2,-0.1927499999999999,0.03594000000000008,-0.2718400000000001,-0.3423499999999997,-1.3243615045418926,0.21759071664656135,0.965529473937469,0.23886570091699652,False
VPS35,-0.22421000000000024,-0.03036000000000083,-0.6599000000000004,0.01763000000000048,-1.32419146327836,0.21764493261010598,0.965529473937469,0.41234324403577816,False
RPL18,-0.19349666666666657,0.04557000000000011,-0.3147000000000002,-0.31135999999999964,-1.3240231498336885,0.21769860886656056,0.965529473937469,0.24692508949447942,False
IL10,0.17956666666666665,0.12446999999999997,0.19787999999999994,0.21635000000000004,1.323828788518362,0.2177606058122605,0.965529473937469,0.0235585638782719,True
OR4L1,-0.19019666666666668,-0.40032999999999996,-0.08840999999999999,-0.08185000000000009,-1.3236777227969805,0.21780880268095387,0.965529473937469,0.21201520797946452,True
PEBP1,0.19937333333333326,0.061779999999999724,0.051590000000000025,0.48475,1.323574976183113,0.2178415886725108,0.965529473937469,0.2972443812280867,True
CCDC7,0.18694999999999995,0.36438999999999977,0.09806999999999988,0.0983900000000002,1.3235509345618381,0.2178492608471121,0.965529473937469,0.1696669109359095,True
