Gene,GO_ID,GO_term,Ontology
PRDM16,GO:0022008,neurogenesis,BP
PRDM16,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,BP
PRDM16,GO:0030853,negative regulation of granulocyte differentiation,BP
PRDM16,GO:0035019,somatic stem cell population maintenance,BP
PRDM16,GO:0043457,regulation of cellular respiration,BP
PRDM16,GO:0043586,tongue development,BP
PRDM16,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRDM16,GO:0045893,"positive regulation of transcription, DNA-templated",BP
PRDM16,GO:0050872,white fat cell differentiation,BP
PRDM16,GO:0050873,brown fat cell differentiation,BP
PRDM16,GO:0060021,palate development,BP
PRDM16,GO:0090336,positive regulation of brown fat cell differentiation,BP
PRDM16,GO:0006355,"regulation of transcription, DNA-templated",BP
PRDM16,GO:0019827,stem cell population maintenance,BP
PRDM16,GO:0030154,cell differentiation,BP
PRDM16,GO:0005634,nucleus,CC
PRDM16,GO:0005829,cytosol,CC
PRDM16,GO:0017053,transcriptional repressor complex,CC
PRDM16,GO:0003713,transcription coactivator activity,MF
PRDM16,GO:0005515,protein binding,MF
PRDM16,GO:0033613,activating transcription factor binding,MF
PRDM16,GO:0043565,sequence-specific DNA binding,MF
PRDM16,GO:0046332,SMAD binding,MF
PRDM16,GO:0046872,metal ion binding,MF
PRDM16,GO:0003676,nucleic acid binding,MF
PRDM16,GO:0003677,DNA binding,MF
ARHGEF16,GO:0007264,small GTPase mediated signal transduction,BP
ARHGEF16,GO:0035023,regulation of Rho protein signal transduction,BP
ARHGEF16,GO:0043065,positive regulation of apoptotic process,BP
ARHGEF16,GO:0048011,neurotrophin TRK receptor signaling pathway,BP
ARHGEF16,GO:0051056,regulation of small GTPase mediated signal transduction,BP
ARHGEF16,GO:0060326,cell chemotaxis,BP
ARHGEF16,GO:0090004,positive regulation of establishment of protein localization to plasma membrane,BP
ARHGEF16,GO:0090630,activation of GTPase activity,BP
ARHGEF16,GO:0097190,apoptotic signaling pathway,BP
ARHGEF16,GO:0043547,positive regulation of GTPase activity,BP
ARHGEF16,GO:0005829,cytosol,CC
ARHGEF16,GO:0005737,cytoplasm,CC
ARHGEF16,GO:0005089,Rho guanyl-nucleotide exchange factor activity,MF
ARHGEF16,GO:0005515,protein binding,MF
ARHGEF16,GO:0017048,Rho GTPase binding,MF
ARHGEF16,GO:0030165,PDZ domain binding,MF
ARHGEF16,GO:0030971,receptor tyrosine kinase binding,MF
ARHGEF16,GO:0005085,guanyl-nucleotide exchange factor activity,MF
TPRG1L,GO:0008150,biological_process,BP
TPRG1L,GO:0008021,synaptic vesicle,CC
TPRG1L,GO:0030054,cell junction,CC
TPRG1L,GO:0070062,extracellular exosome,CC
TPRG1L,GO:0031410,cytoplasmic vesicle,CC
TPRG1L,GO:0045202,synapse,CC
TPRG1L,GO:0042802,identical protein binding,MF
TPRG1L,GO:0003674,molecular_function,MF
TP73,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,BP
TP73,GO:0000187,activation of MAPK activity,BP
TP73,GO:0001822,kidney development,BP
TP73,GO:0006298,mismatch repair,BP
TP73,GO:0006366,transcription from RNA polymerase II promoter,BP
TP73,GO:0006954,inflammatory response,BP
TP73,GO:0006974,cellular response to DNA damage stimulus,BP
TP73,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",BP
TP73,GO:0007050,cell cycle arrest,BP
TP73,GO:0007346,regulation of mitotic cell cycle,BP
TP73,GO:0008285,negative regulation of cell proliferation,BP
TP73,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,BP
TP73,GO:0009791,post-embryonic development,BP
TP73,GO:0010165,response to X-ray,BP
TP73,GO:0010243,response to organonitrogen compound,BP
TP73,GO:0010332,response to gamma radiation,BP
TP73,GO:0010468,regulation of gene expression,BP
TP73,GO:0016032,viral process,BP
TP73,GO:0021766,hippocampus development,BP
TP73,GO:0031571,mitotic G1 DNA damage checkpoint,BP
TP73,GO:0033326,cerebrospinal fluid secretion,BP
TP73,GO:0034644,cellular response to UV,BP
TP73,GO:0042493,response to drug,BP
TP73,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,BP
TP73,GO:0043508,negative regulation of JUN kinase activity,BP
TP73,GO:0043524,negative regulation of neuron apoptotic process,BP
TP73,GO:0045665,negative regulation of neuron differentiation,BP
TP73,GO:0045793,positive regulation of cell size,BP
TP73,GO:0045893,"positive regulation of transcription, DNA-templated",BP
TP73,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
TP73,GO:0048546,digestive tract morphogenesis,BP
TP73,GO:0048666,neuron development,BP
TP73,GO:0048714,positive regulation of oligodendrocyte differentiation,BP
TP73,GO:0051262,protein tetramerization,BP
TP73,GO:0060044,negative regulation of cardiac muscle cell proliferation,BP
TP73,GO:0071158,positive regulation of cell cycle arrest,BP
TP73,GO:1902167,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,BP
TP73,GO:0006351,"transcription, DNA-templated",BP
TP73,GO:0006355,"regulation of transcription, DNA-templated",BP
TP73,GO:0006915,apoptotic process,BP
TP73,GO:0007049,cell cycle,BP
TP73,GO:0030900,forebrain development,BP
TP73,GO:0043065,positive regulation of apoptotic process,BP
TP73,GO:0043523,regulation of neuron apoptotic process,BP
TP73,GO:2001235,positive regulation of apoptotic signaling pathway,BP
TP73,GO:0000785,chromatin,CC
TP73,GO:0005634,nucleus,CC
TP73,GO:0005654,nucleoplasm,CC
TP73,GO:0005667,transcription factor complex,CC
TP73,GO:0005794,Golgi apparatus,CC
TP73,GO:0005829,cytosol,CC
TP73,GO:0030054,cell junction,CC
TP73,GO:0043231,intracellular membrane-bounded organelle,CC
TP73,GO:0005737,cytoplasm,CC
TP73,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,MF
TP73,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",MF
TP73,GO:0001077,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",MF
TP73,GO:0002039,p53 binding,MF
TP73,GO:0003682,chromatin binding,MF
TP73,GO:0003684,damaged DNA binding,MF
TP73,GO:0003690,double-stranded DNA binding,MF
TP73,GO:0003700,"transcription factor activity, sequence-specific DNA binding",MF
TP73,GO:0005515,protein binding,MF
TP73,GO:0008134,transcription factor binding,MF
TP73,GO:0019901,protein kinase binding,MF
TP73,GO:0042802,identical protein binding,MF
TP73,GO:0044212,transcription regulatory region DNA binding,MF
TP73,GO:0046872,metal ion binding,MF
TP73,GO:0003677,DNA binding,MF
TP73,GO:0043565,sequence-specific DNA binding,MF
SMIM1,GO:0016021,integral component of membrane,CC
SMIM1,GO:0070062,extracellular exosome,CC
SMIM1,GO:0016020,membrane,CC
DFFB,GO:0006309,apoptotic DNA fragmentation,BP
DFFB,GO:0006915,apoptotic process,BP
DFFB,GO:0006921,cellular component disassembly involved in execution phase of apoptosis,BP
DFFB,GO:0012501,programmed cell death,BP
DFFB,GO:0030263,apoptotic chromosome condensation,BP
DFFB,GO:0007420,brain development,BP
DFFB,GO:0000790,nuclear chromatin,CC
DFFB,GO:0005634,nucleus,CC
DFFB,GO:0005654,nucleoplasm,CC
DFFB,GO:0005730,nucleolus,CC
DFFB,GO:0005829,cytosol,CC
DFFB,GO:0005622,intracellular,CC
DFFB,GO:0005737,cytoplasm,CC
DFFB,GO:0004536,deoxyribonuclease activity,MF
DFFB,GO:0019899,enzyme binding,MF
DFFB,GO:0004518,nuclease activity,MF
DFFB,GO:0016787,hydrolase activity,MF
DFFB,GO:0003677,DNA binding,MF
AJAP1,GO:0007155,cell adhesion,BP
AJAP1,GO:0005912,adherens junction,CC
AJAP1,GO:0016021,integral component of membrane,CC
AJAP1,GO:0016323,basolateral plasma membrane,CC
AJAP1,GO:0016324,apical plasma membrane,CC
AJAP1,GO:0005886,plasma membrane,CC
AJAP1,GO:0016020,membrane,CC
AJAP1,GO:0030054,cell junction,CC
KCNAB2,GO:0002244,hematopoietic progenitor cell differentiation,BP
KCNAB2,GO:0007268,synaptic transmission,BP
KCNAB2,GO:0050905,neuromuscular process,BP
KCNAB2,GO:0055114,oxidation-reduction process,BP
KCNAB2,GO:0070995,NADPH oxidation,BP
KCNAB2,GO:0071805,potassium ion transmembrane transport,BP
KCNAB2,GO:1901379,regulation of potassium ion transmembrane transport,BP
KCNAB2,GO:2000008,regulation of protein localization to cell surface,BP
KCNAB2,GO:0006810,transport,BP
KCNAB2,GO:0006811,ion transport,BP
KCNAB2,GO:0006813,potassium ion transport,BP
KCNAB2,GO:0034765,regulation of ion transmembrane transport,BP
KCNAB2,GO:0005829,cytosol,CC
KCNAB2,GO:0005874,microtubule,CC
KCNAB2,GO:0005886,plasma membrane,CC
KCNAB2,GO:0008076,voltage-gated potassium channel complex,CC
KCNAB2,GO:0014069,postsynaptic density,CC
KCNAB2,GO:0016020,membrane,CC
KCNAB2,GO:0030054,cell junction,CC
KCNAB2,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,CC
KCNAB2,GO:0043679,axon terminus,CC
KCNAB2,GO:0044224,juxtaparanode region of axon,CC
KCNAB2,GO:1990031,pinceau fiber,CC
KCNAB2,GO:0005737,cytoplasm,CC
KCNAB2,GO:0005856,cytoskeleton,CC
KCNAB2,GO:0016021,integral component of membrane,CC
KCNAB2,GO:0030424,axon,CC
KCNAB2,GO:0042995,cell projection,CC
KCNAB2,GO:0043005,neuron projection,CC
KCNAB2,GO:0045202,synapse,CC
KCNAB2,GO:0004033,aldo-keto reductase (NADP) activity,MF
KCNAB2,GO:0005249,voltage-gated potassium channel activity,MF
KCNAB2,GO:0015459,potassium channel regulator activity,MF
KCNAB2,GO:0005244,voltage-gated ion channel activity,MF
KCNAB2,GO:0016491,oxidoreductase activity,MF
RNF207,GO:0010628,positive regulation of gene expression,BP
RNF207,GO:0055117,regulation of cardiac muscle contraction,BP
RNF207,GO:0086019,cell-cell signaling involved in cardiac conduction,BP
RNF207,GO:1901207,regulation of heart looping,BP
RNF207,GO:1902261,positive regulation of delayed rectifier potassium channel activity,BP
RNF207,GO:1903761,negative regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,BP
RNF207,GO:1903762,positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,BP
RNF207,GO:1903953,negative regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization,BP
RNF207,GO:0048471,perinuclear region of cytoplasm,CC
RNF207,GO:0005622,intracellular,CC
RNF207,GO:0005515,protein binding,MF
RNF207,GO:0008270,zinc ion binding,MF
RNF207,GO:0030544,Hsp70 protein binding,MF
RNF207,GO:0044325,ion channel binding,MF
RNF207,GO:0051087,chaperone binding,MF
RNF207,GO:0046872,metal ion binding,MF
HES3,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,BP
HES3,GO:0001701,in utero embryonic development,BP
HES3,GO:0006351,"transcription, DNA-templated",BP
HES3,GO:0021555,midbrain-hindbrain boundary morphogenesis,BP
HES3,GO:0021557,oculomotor nerve development,BP
HES3,GO:0021558,trochlear nerve development,BP
HES3,GO:0021575,hindbrain morphogenesis,BP
HES3,GO:0030901,midbrain development,BP
HES3,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
HES3,GO:0060164,regulation of timing of neuron differentiation,BP
HES3,GO:0006355,"regulation of transcription, DNA-templated",BP
HES3,GO:0021915,neural tube development,BP
HES3,GO:0045892,"negative regulation of transcription, DNA-templated",BP
HES3,GO:0050767,regulation of neurogenesis,BP
HES3,GO:0005634,nucleus,CC
HES3,GO:0003677,DNA binding,MF
HES3,GO:0008134,transcription factor binding,MF
HES3,GO:0046983,protein dimerization activity,MF
ESPN,GO:0007605,sensory perception of sound,BP
ESPN,GO:0007626,locomotory behavior,BP
ESPN,GO:0030046,parallel actin filament bundle assembly,BP
ESPN,GO:0051491,positive regulation of filopodium assembly,BP
ESPN,GO:0051494,negative regulation of cytoskeleton organization,BP
ESPN,GO:0051017,actin filament bundle assembly,BP
ESPN,GO:0005737,cytoplasm,CC
ESPN,GO:0005902,microvillus,CC
ESPN,GO:0005903,brush border,CC
ESPN,GO:0031941,filamentous actin,CC
ESPN,GO:0032426,stereocilium tip,CC
ESPN,GO:0005856,cytoskeleton,CC
ESPN,GO:0032420,stereocilium,CC
ESPN,GO:0032421,stereocilium bundle,CC
ESPN,GO:0042995,cell projection,CC
ESPN,GO:0017124,SH3 domain binding,MF
ESPN,GO:0051015,actin filament binding,MF
ESPN,GO:0003779,actin binding,MF
TAS1R1,GO:0007186,G-protein coupled receptor signaling pathway,BP
TAS1R1,GO:0050912,detection of chemical stimulus involved in sensory perception of taste,BP
TAS1R1,GO:0050917,sensory perception of umami taste,BP
TAS1R1,GO:0007165,signal transduction,BP
TAS1R1,GO:0050896,response to stimulus,BP
TAS1R1,GO:0050909,sensory perception of taste,BP
TAS1R1,GO:0005886,plasma membrane,CC
TAS1R1,GO:0016021,integral component of membrane,CC
TAS1R1,GO:0016020,membrane,CC
TAS1R1,GO:0008527,taste receptor activity,MF
TAS1R1,GO:0046982,protein heterodimerization activity,MF
TAS1R1,GO:0004871,signal transducer activity,MF
TAS1R1,GO:0004930,G-protein coupled receptor activity,MF
ZBTB48,GO:0006351,"transcription, DNA-templated",BP
ZBTB48,GO:0006355,"regulation of transcription, DNA-templated",BP
ZBTB48,GO:0005654,nucleoplasm,CC
ZBTB48,GO:0005737,cytoplasm,CC
ZBTB48,GO:0005634,nucleus,CC
ZBTB48,GO:0003677,DNA binding,MF
ZBTB48,GO:0003700,"transcription factor activity, sequence-specific DNA binding",MF
ZBTB48,GO:0005515,protein binding,MF
ZBTB48,GO:0046872,metal ion binding,MF
ZBTB48,GO:0003676,nucleic acid binding,MF
PHF13,GO:0000278,mitotic cell cycle,BP
PHF13,GO:0007059,chromosome segregation,BP
PHF13,GO:0007076,mitotic chromosome condensation,BP
PHF13,GO:0016568,chromatin modification,BP
PHF13,GO:0051301,cell division,BP
PHF13,GO:0007049,cell cycle,BP
PHF13,GO:0007067,mitotic nuclear division,BP
PHF13,GO:0030261,chromosome condensation,BP
PHF13,GO:0005634,nucleus,CC
PHF13,GO:0005654,nucleoplasm,CC
PHF13,GO:0003682,chromatin binding,MF
PHF13,GO:0008270,zinc ion binding,MF
PHF13,GO:0035064,methylated histone binding,MF
PHF13,GO:0046872,metal ion binding,MF
THAP3,GO:0003677,DNA binding,MF
THAP3,GO:0005515,protein binding,MF
THAP3,GO:0046872,metal ion binding,MF
THAP3,GO:0003676,nucleic acid binding,MF
CAMTA1,GO:0006366,transcription from RNA polymerase II promoter,BP
CAMTA1,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
CAMTA1,GO:0050885,neuromuscular process controlling balance,BP
CAMTA1,GO:0006351,"transcription, DNA-templated",BP
CAMTA1,GO:0006355,"regulation of transcription, DNA-templated",BP
CAMTA1,GO:0005634,nucleus,CC
CAMTA1,GO:0005737,cytoplasm,CC
CAMTA1,GO:0001077,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",MF
CAMTA1,GO:0043565,sequence-specific DNA binding,MF
CAMTA1,GO:0003677,DNA binding,MF
VAMP3,GO:0001921,positive regulation of receptor recycling,BP
VAMP3,GO:0006461,protein complex assembly,BP
VAMP3,GO:0006887,exocytosis,BP
VAMP3,GO:0006904,vesicle docking involved in exocytosis,BP
VAMP3,GO:0006906,vesicle fusion,BP
VAMP3,GO:0016192,vesicle-mediated transport,BP
VAMP3,GO:0017156,calcium ion-dependent exocytosis,BP
VAMP3,GO:0034446,substrate adhesion-dependent cell spreading,BP
VAMP3,GO:0035493,SNARE complex assembly,BP
VAMP3,GO:0042147,"retrograde transport, endosome to Golgi",BP
VAMP3,GO:0043001,Golgi to plasma membrane protein transport,BP
VAMP3,GO:0051024,positive regulation of immunoglobulin secretion,BP
VAMP3,GO:0061025,membrane fusion,BP
VAMP3,GO:0070254,mucus secretion,BP
VAMP3,GO:1903531,negative regulation of secretion by cell,BP
VAMP3,GO:1903593,regulation of histamine secretion by mast cell,BP
VAMP3,GO:0006810,transport,BP
VAMP3,GO:0015031,protein transport,BP
VAMP3,GO:0005622,intracellular,CC
VAMP3,GO:0005829,cytosol,CC
VAMP3,GO:0005886,plasma membrane,CC
VAMP3,GO:0008021,synaptic vesicle,CC
VAMP3,GO:0009986,cell surface,CC
VAMP3,GO:0016021,integral component of membrane,CC
VAMP3,GO:0016324,apical plasma membrane,CC
VAMP3,GO:0030054,cell junction,CC
VAMP3,GO:0030136,clathrin-coated vesicle,CC
VAMP3,GO:0030141,secretory granule,CC
VAMP3,GO:0030665,clathrin-coated vesicle membrane,CC
VAMP3,GO:0031201,SNARE complex,CC
VAMP3,GO:0043005,neuron projection,CC
VAMP3,GO:0043231,intracellular membrane-bounded organelle,CC
VAMP3,GO:0055037,recycling endosome,CC
VAMP3,GO:0016020,membrane,CC
VAMP3,GO:0031410,cytoplasmic vesicle,CC
VAMP3,GO:0043229,intracellular organelle,CC
VAMP3,GO:0045202,synapse,CC
VAMP3,GO:0000149,SNARE binding,MF
VAMP3,GO:0005484,SNAP receptor activity,MF
VAMP3,GO:0005515,protein binding,MF
VAMP3,GO:0017075,syntaxin-1 binding,MF
PER3,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,BP
PER3,GO:0006351,"transcription, DNA-templated",BP
PER3,GO:0032922,circadian regulation of gene expression,BP
PER3,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",BP
PER3,GO:0006355,"regulation of transcription, DNA-templated",BP
PER3,GO:0007623,circadian rhythm,BP
PER3,GO:0048511,rhythmic process,BP
PER3,GO:0005634,nucleus,CC
PER3,GO:0005737,cytoplasm,CC
PER3,GO:0005515,protein binding,MF
PER3,GO:0019900,kinase binding,MF
PER3,GO:0031625,ubiquitin protein ligase binding,MF
PARK7,GO:0001933,negative regulation of protein phosphorylation,BP
PARK7,GO:0006469,negative regulation of protein kinase activity,BP
PARK7,GO:0006508,proteolysis,BP
PARK7,GO:0006517,protein deglycosylation,BP
PARK7,GO:0006914,autophagy,BP
PARK7,GO:0006954,inflammatory response,BP
PARK7,GO:0007005,mitochondrion organization,BP
PARK7,GO:0007265,Ras protein signal transduction,BP
PARK7,GO:0007338,single fertilization,BP
PARK7,GO:0008344,adult locomotory behavior,BP
PARK7,GO:0010273,detoxification of copper ion,BP
PARK7,GO:0010628,positive regulation of gene expression,BP
PARK7,GO:0010629,negative regulation of gene expression,BP
PARK7,GO:0018323,enzyme active site formation via L-cysteine sulfinic acid,BP
PARK7,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,BP
PARK7,GO:0019249,lactate biosynthetic process,BP
PARK7,GO:0031397,negative regulation of protein ubiquitination,BP
PARK7,GO:0032091,negative regulation of protein binding,BP
PARK7,GO:0032148,activation of protein kinase B activity,BP
PARK7,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,BP
PARK7,GO:0032757,positive regulation of interleukin-8 production,BP
PARK7,GO:0033138,positive regulation of peptidyl-serine phosphorylation,BP
PARK7,GO:0033234,negative regulation of protein sumoylation,BP
PARK7,GO:0034599,cellular response to oxidative stress,BP
PARK7,GO:0036471,cellular response to glyoxal,BP
PARK7,GO:0042743,hydrogen peroxide metabolic process,BP
PARK7,GO:0043066,negative regulation of apoptotic process,BP
PARK7,GO:0043523,regulation of neuron apoptotic process,BP
PARK7,GO:0043524,negative regulation of neuron apoptotic process,BP
PARK7,GO:0045560,regulation of TRAIL receptor biosynthetic process,BP
PARK7,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
PARK7,GO:0046295,glycolate biosynthetic process,BP
PARK7,GO:0046826,negative regulation of protein export from nucleus,BP
PARK7,GO:0050727,regulation of inflammatory response,BP
PARK7,GO:0050787,detoxification of mercury ion,BP
PARK7,GO:0050821,protein stabilization,BP
PARK7,GO:0051091,positive regulation of sequence-specific DNA binding transcription factor activity,BP
PARK7,GO:0051444,negative regulation of ubiquitin-protein transferase activity,BP
